# X(Mpch)    Y(Mpch)   Z(Mpch)   Vx(kms-1)   Vy(kms-1)   Vz(kms-1)   Rvir(kpch)   Vcirc(kms-1)  Xoff        Nhalo    Distinct/Sub
  65.5392    37.0474   4.1778    -798.37     -528.7      -94.27      588.95       460.4         0.065674    93053    0     
  86.9098    25.5793   1.0281    209.55      81.39       332.49      685.59       451.9         0.1469      93526    0     
  68.5182    35.3116   2.6204    -417.77     400.15      225.86      445.95       368.6         0.012581    93595    0     
  76.1186    38.3879   2.8541    -135.4      -192.97     -59.44      466.0        377.7         0.022071    93615    0     
  97.2877    40.9071   5.8999    122.77      4.93        192.95      442.88       357.5         0.035861    94556    0     
  60.4512    40.1776   4.3731    -75.82      -1334.57    107.65      528.87       417.2         0.020846    95324    0     
  60.8545    39.1822   4.6651    167.2       -1136.82    -216.75     475.78       351.9         0.085684    95674    0     
  52.3438    39.1333   7.5909    236.38      -346.39     107.95      502.82       398.4         0.042185    97672    0     
  82.6603    42.8676   4.9313    276.57      -361.14     -46.37      412.03       330.0         0.032672    98411    0     
  87.7335    44.6424   4.6649    -95.73      -414.68     -112.41     366.55       315.5         0.020163    99064    0     
  59.3179    27.0804   7.8353    -164.58     221.96      73.25       601.66       455.7         0.056335    99252    0     
  99.4525    22.6805   7.2109    481.81      416.52      206.99      407.86       322.3         0.042415    100222   0     
  72.7946    6.3142    8.4874    -123.28     336.26      65.78       378.51       314.9         0.034885    101190   0     
  89.5073    40.5433   7.7984    183.39      256.35      -12.82      380.21       324.2         0.0092701   101786   0     
  74.8282    3.3836    9.3837    -205.69     430.24      3.13        377.81       305.5         0.0096712   102236   0     
  98.2542    20.2798   7.9432    430.81      757.57      -17.1       362.03       303.5         0.044564    102633   0     
  56.8729    22.4664   10.4307   -191.93     288.15      127.55      681.62       536.9         0.014402    102682   0     
  92.3653    23.7316   5.0121    572.75      120.57      -52.24      524.29       390.5         0.073914    104159   0     
  83.6396    43.3051   5.2381    -46.7       -208.76     -303.61     556.83       403.7         0.09329     104307   0     
  60.0855    39.3713   4.4116    -72.48      -1093.15    144.81      357.87       406.3         0.056992    104316   0     
  60.1813    36.6555   5.9123    1069.54     79.8        -125.64     215.76       301.6         0.026259    107525   0     
  76.6764    34.8502   5.2227    -196.21     271.36      -268.17     444.52       357.0         0.063389    107845   0     
